Filename;Annotation tag;Upper left corner X;Upper left corner Y;Lower right corner X;Lower right corner Y;Occluded,On another road;Origin file;Origin frame number;Origin track;Origin track frame number
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/speedLimit_1330545914.avi_image13.png;speedLimit25;529;192;549;217;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2808;speedLimit_1330545914.avi;93
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/speedLimit_1330545914.avi_image14.png;speedLimit25;539;192;559;217;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2815;speedLimit_1330545914.avi;100
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/speedLimit_1330545914.avi_image15.png;speedLimit25;551;191;572;216;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2822;speedLimit_1330545914.avi;107
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/speedLimit_1330545914.avi_image16.png;speedLimit25;566;189;587;214;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2829;speedLimit_1330545914.avi;114
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/speedLimit_1330545914.avi_image17.png;speedLimit25;586;187;608;214;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2836;speedLimit_1330545914.avi;121
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/speedLimit_1330545914.avi_image18.png;speedLimit25;610;183;632;210;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2843;speedLimit_1330545914.avi;128
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/speedLimit_1330545914.avi_image19.png;speedLimit25;638;178;661;206;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2850;speedLimit_1330545914.avi;135
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/speedLimit_1330545914.avi_image20.png;speedLimit25;668;175;692;203;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2857;speedLimit_1330545914.avi;142
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/speedLimit_1330545914.avi_image21.png;speedLimit25;697;168;722;198;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2864;speedLimit_1330545914.avi;149
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/speedLimit_1330545914.avi_image22.png;speedLimit25;719;162;746;194;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2871;speedLimit_1330545914.avi;156
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/speedLimit_1330545914.avi_image23.png;speedLimit25;729;156;758;190;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2878;speedLimit_1330545914.avi;163
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/speedLimit_1330545914.avi_image24.png;speedLimit25;731;150;761;187;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2885;speedLimit_1330545914.avi;170
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/speedLimit_1330545914.avi_image25.png;speedLimit25;734;142;765;181;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2892;speedLimit_1330545914.avi;177
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/speedLimit_1330545914.avi_image26.png;speedLimit25;744;134;777;175;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2899;speedLimit_1330545914.avi;184
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/speedLimit_1330545914.avi_image27.png;speedLimit25;761;125;797;170;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2906;speedLimit_1330545914.avi;191
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/speedLimit_1330545914.avi_image28.png;speedLimit25;785;107;828;157;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2913;speedLimit_1330545914.avi;198
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/speedLimit_1330545914.avi_image29.png;speedLimit25;831;92;878;149;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2920;speedLimit_1330545914.avi;205
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330545935.avi_image0.png;stop;376;138;413;175;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3176;stop_1330545935.avi;2
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330545935.avi_image0.png;stop;709;203;726;227;0,1;aiua120214-0/DataLog02142012_external_camera.avi;3176;stop_1330545935.avi;2
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330545935.avi_image1.png;stop;412;145;451;185;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3181;stop_1330545935.avi;7
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330545935.avi_image1.png;stop;759;215;776;241;0,1;aiua120214-0/DataLog02142012_external_camera.avi;3181;stop_1330545935.avi;7
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330545935.avi_image2.png;stop;450;145;490;185;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3186;stop_1330545935.avi;12
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330545935.avi_image2.png;stop;810;218;828;244;0,1;aiua120214-0/DataLog02142012_external_camera.avi;3186;stop_1330545935.avi;12
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330545935.avi_image3.png;stop;487;132;530;176;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3191;stop_1330545935.avi;17
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330545935.avi_image3.png;stop;862;212;881;239;0,1;aiua120214-0/DataLog02142012_external_camera.avi;3191;stop_1330545935.avi;17
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330545935.avi_image4.png;stop;531;128;577;174;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3196;stop_1330545935.avi;22
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330545935.avi_image4.png;stop;921;214;940;242;0,1;aiua120214-0/DataLog02142012_external_camera.avi;3196;stop_1330545935.avi;22
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330545935.avi_image5.png;stop;579;128;628;178;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3201;stop_1330545935.avi;27
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330545935.avi_image5.png;stop;985;218;1004;247;0,1;aiua120214-0/DataLog02142012_external_camera.avi;3201;stop_1330545935.avi;27
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330545935.avi_image5.png;pedestrianCrossing;5;193;25;213;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3201;stop_1330545935.avi;27
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330545935.avi_image6.png;stop;634;122;687;176;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3206;stop_1330545935.avi;32
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330545935.avi_image6.png;pedestrianCrossing;40;192;61;213;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3206;stop_1330545935.avi;32
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330545935.avi_image7.png;stop;693;111;750;169;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3211;stop_1330545935.avi;37
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330545935.avi_image7.png;pedestrianCrossing;75;186;98;208;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3211;stop_1330545935.avi;37
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330545935.avi_image8.png;stop;757;102;818;164;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3216;stop_1330545935.avi;42
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330545935.avi_image8.png;pedestrianCrossing;110;187;133;209;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3216;stop_1330545935.avi;42
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330545935.avi_image9.png;stop;827;94;893;162;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3221;stop_1330545935.avi;47
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330545935.avi_image9.png;pedestrianCrossing;144;190;167;212;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3221;stop_1330545935.avi;47
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330545935.avi_image10.png;stop;903;81;976;155;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3226;stop_1330545935.avi;52
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330545935.avi_image10.png;pedestrianCrossing;179;190;202;212;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3226;stop_1330545935.avi;52
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330545935.avi_image11.png;pedestrianCrossing;208;184;232;207;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3231;stop_1330545935.avi;57
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330545935.avi_image12.png;pedestrianCrossing;231;179;255;202;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3236;stop_1330545935.avi;62
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image0.png;pedestrianCrossing;300;193;326;219;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3255;pedestrianCrossing_1330545944.avi;2
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image1.png;pedestrianCrossing;320;183;347;210;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3262;pedestrianCrossing_1330545944.avi;9
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image2.png;pedestrianCrossing;338;175;367;203;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3269;pedestrianCrossing_1330545944.avi;16
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image3.png;pedestrianCrossing;355;179;384;207;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3276;pedestrianCrossing_1330545944.avi;23
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image4.png;pedestrianCrossing;364;179;393;208;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3283;pedestrianCrossing_1330545944.avi;30
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image5.png;pedestrianCrossing;367;175;396;204;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3290;pedestrianCrossing_1330545944.avi;37
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image6.png;pedestrianCrossing;372;181;401;210;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3297;pedestrianCrossing_1330545944.avi;44
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image7.png;pedestrianCrossing;373;181;402;210;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3304;pedestrianCrossing_1330545944.avi;51
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image8.png;pedestrianCrossing;373;187;402;216;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3311;pedestrianCrossing_1330545944.avi;58
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image9.png;pedestrianCrossing;373;188;402;217;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3318;pedestrianCrossing_1330545944.avi;65
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image10.png;pedestrianCrossing;373;189;402;218;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3325;pedestrianCrossing_1330545944.avi;72
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image11.png;pedestrianCrossing;375;191;404;220;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3332;pedestrianCrossing_1330545944.avi;79
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image12.png;pedestrianCrossing;379;192;408;221;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3339;pedestrianCrossing_1330545944.avi;86
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image13.png;pedestrianCrossing;384;197;413;226;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3346;pedestrianCrossing_1330545944.avi;93
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image14.png;pedestrianCrossing;396;198;425;227;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3353;pedestrianCrossing_1330545944.avi;100
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image15.png;pedestrianCrossing;413;198;442;227;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3360;pedestrianCrossing_1330545944.avi;107
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image16.png;pedestrianCrossing;437;197;467;228;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3367;pedestrianCrossing_1330545944.avi;114
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image17.png;pedestrianCrossing;466;198;497;230;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3374;pedestrianCrossing_1330545944.avi;121
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image18.png;pedestrianCrossing;499;196;532;229;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3381;pedestrianCrossing_1330545944.avi;128
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image19.png;pedestrianCrossing;533;199;566;232;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3388;pedestrianCrossing_1330545944.avi;135
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image20.png;pedestrianCrossing;569;198;604;233;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3395;pedestrianCrossing_1330545944.avi;142
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image21.png;pedestrianCrossing;605;199;640;234;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3402;pedestrianCrossing_1330545944.avi;149
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image22.png;pedestrianCrossing;636;199;672;235;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3409;pedestrianCrossing_1330545944.avi;156
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image23.png;pedestrianCrossing;665;198;703;236;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3416;pedestrianCrossing_1330545944.avi;163
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image24.png;pedestrianCrossing;694;192;734;233;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3423;pedestrianCrossing_1330545944.avi;170
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image25.png;pedestrianCrossing;726;184;770;228;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3430;pedestrianCrossing_1330545944.avi;177
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image26.png;pedestrianCrossing;763;181;812;228;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3437;pedestrianCrossing_1330545944.avi;184
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image27.png;pedestrianCrossing;805;171;855;221;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3444;pedestrianCrossing_1330545944.avi;191
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image28.png;pedestrianCrossing;850;162;907;218;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3451;pedestrianCrossing_1330545944.avi;198
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image29.png;pedestrianCrossing;900;155;963;218;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3458;pedestrianCrossing_1330545944.avi;205
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546017.avi_image0.png;stop;708;134;753;180;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4837;stop_1330546017.avi;2
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546017.avi_image0.png;pedestrianCrossing;23;175;41;194;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4837;stop_1330546017.avi;2
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546017.avi_image1.png;stop;731;128;778;177;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4842;stop_1330546017.avi;7
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546017.avi_image1.png;pedestrianCrossing;23;177;42;197;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4842;stop_1330546017.avi;7
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546017.avi_image2.png;stop;758;119;808;172;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4847;stop_1330546017.avi;12
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546017.avi_image2.png;pedestrianCrossing;23;174;43;196;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4847;stop_1330546017.avi;12
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546017.avi_image3.png;stop;790;105;844;163;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4852;stop_1330546017.avi;17
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546017.avi_image3.png;pedestrianCrossing;27;169;49;191;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4852;stop_1330546017.avi;17
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546017.avi_image4.png;stop;825;92;884;154;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4857;stop_1330546017.avi;22
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546017.avi_image4.png;pedestrianCrossing;32;164;54;187;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4857;stop_1330546017.avi;22
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546017.avi_image5.png;stop;868;82;933;149;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4862;stop_1330546017.avi;27
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546017.avi_image5.png;pedestrianCrossing;35;162;58;184;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4862;stop_1330546017.avi;27
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546017.avi_image6.png;stop;914;69;986;143;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4867;stop_1330546017.avi;32
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546017.avi_image6.png;pedestrianCrossing;39;165;62;188;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4867;stop_1330546017.avi;32
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546017.avi_image7.png;pedestrianCrossing;45;166;67;188;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4872;stop_1330546017.avi;37
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546017.avi_image8.png;pedestrianCrossing;52;157;74;179;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4877;stop_1330546017.avi;42
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image0.png;pedestrianCrossing;82;147;105;169;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4908;pedestrianCrossing_1330546021.avi;2
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image1.png;pedestrianCrossing;87;144;110;166;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4918;pedestrianCrossing_1330546021.avi;12
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image2.png;pedestrianCrossing;89;140;113;163;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4928;pedestrianCrossing_1330546021.avi;22
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image3.png;pedestrianCrossing;91;137;116;161;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4938;pedestrianCrossing_1330546021.avi;32
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image4.png;pedestrianCrossing;92;135;117;159;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4948;pedestrianCrossing_1330546021.avi;42
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image5.png;pedestrianCrossing;92;134;118;159;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4958;pedestrianCrossing_1330546021.avi;52
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image6.png;pedestrianCrossing;91;140;117;165;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4968;pedestrianCrossing_1330546021.avi;62
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image7.png;pedestrianCrossing;91;140;117;165;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4978;pedestrianCrossing_1330546021.avi;72
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image8.png;pedestrianCrossing;91;140;117;165;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4988;pedestrianCrossing_1330546021.avi;82
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image9.png;pedestrianCrossing;91;140;117;165;0,0;aiua120214-0/DataLog02142012_external_camera.avi;4998;pedestrianCrossing_1330546021.avi;92
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image10.png;pedestrianCrossing;91;141;117;166;0,0;aiua120214-0/DataLog02142012_external_camera.avi;5008;pedestrianCrossing_1330546021.avi;102
